image_path,steer,throttle
images/복도주행3_00087.jpg,0,81
images/복도주행3_00088.jpg,0,81
images/복도주행3_00089.jpg,0,81
images/복도주행3_00090.jpg,0,81
images/복도주행3_00091.jpg,0,79
images/복도주행3_00092.jpg,0,106
images/복도주행3_00093.jpg,0,120
images/복도주행3_00094.jpg,0,124
images/복도주행3_00095.jpg,0,124
images/복도주행3_00096.jpg,0,124
images/복도주행3_00097.jpg,-180,67
images/복도주행3_00098.jpg,-149,97
images/복도주행3_00099.jpg,-143,95
images/복도주행3_00100.jpg,-135,93
images/복도주행3_00101.jpg,0,95
images/복도주행3_00102.jpg,0,95
images/복도주행3_00103.jpg,0,87
images/복도주행3_00104.jpg,0,81
images/복도주행3_00105.jpg,-21,89
images/복도주행3_00106.jpg,-119,87
images/복도주행3_00107.jpg,-125,28
images/복도주행3_00108.jpg,-107,34
images/복도주행3_00109.jpg,0,59
images/복도주행3_00110.jpg,0,106
images/복도주행3_00111.jpg,0,114
images/복도주행3_00112.jpg,0,124
images/복도주행3_00113.jpg,0,124
images/복도주행3_00114.jpg,0,124
images/복도주행3_00115.jpg,0,124
images/복도주행3_00116.jpg,0,122
images/복도주행3_00117.jpg,0,100
images/복도주행3_00118.jpg,0,100
images/복도주행3_00119.jpg,0,89
images/복도주행3_00120.jpg,57,87
images/복도주행3_00121.jpg,120,63
images/복도주행3_00122.jpg,71,75
images/복도주행3_00123.jpg,87,48
images/복도주행3_00124.jpg,0,48
images/복도주행3_00125.jpg,0,48
images/복도주행3_00126.jpg,0,40
images/복도주행3_00127.jpg,44,40
images/복도주행3_00128.jpg,28,40
images/복도주행3_00129.jpg,0,26
images/복도주행3_00130.jpg,0,34
images/복도주행3_00131.jpg,212,28
images/복도주행3_00132.jpg,0,28
images/복도주행3_00133.jpg,0,24
images/복도주행3_00134.jpg,0,65
images/복도주행3_00135.jpg,0,65
images/복도주행3_00136.jpg,0,65
images/복도주행3_00137.jpg,-96,44
images/복도주행3_00138.jpg,-96,42
images/복도주행3_00139.jpg,-82,42
images/복도주행3_00140.jpg,0,22
images/복도주행3_00141.jpg,0,0
images/복도주행3_00142.jpg,0,0
images/복도주행3_00143.jpg,0,0
images/복도주행3_00144.jpg,0,0
images/복도주행3_00145.jpg,0,0
images/복도주행3_00146.jpg,0,0
images/복도주행3_00147.jpg,0,0
images/복도주행3_00148.jpg,0,0
images/복도주행3_00149.jpg,0,0
images/복도주행3_00150.jpg,0,0
images/복도주행3_00151.jpg,0,0
images/복도주행3_00152.jpg,0,0
images/복도주행3_00153.jpg,0,0
images/복도주행3_00154.jpg,0,0
images/복도주행3_00155.jpg,0,0
images/복도주행3_00156.jpg,0,0
images/복도주행3_00157.jpg,0,0
images/복도주행3_00158.jpg,0,0
images/복도주행3_00159.jpg,0,0
images/복도주행3_00160.jpg,0,0
images/복도주행3_00161.jpg,0,0
images/복도주행3_00162.jpg,0,0
images/복도주행3_00163.jpg,0,0
images/복도주행3_00164.jpg,0,0
images/복도주행3_00165.jpg,0,0
images/복도주행3_00166.jpg,0,116
images/복도주행3_00167.jpg,0,120
images/복도주행3_00168.jpg,0,138
images/복도주행3_00169.jpg,0,146
images/복도주행3_00170.jpg,0,150
images/복도주행3_00171.jpg,0,150
images/복도주행3_00172.jpg,0,150
images/복도주행3_00173.jpg,0,150
images/복도주행3_00174.jpg,0,150
images/복도주행3_00175.jpg,0,150
images/복도주행3_00176.jpg,0,150
images/복도주행3_00177.jpg,0,140
images/복도주행3_00178.jpg,0,0
images/복도주행3_00179.jpg,0,0
images/복도주행3_00180.jpg,0,0
images/복도주행3_00181.jpg,0,0
images/복도주행3_00182.jpg,0,0
images/복도주행3_00183.jpg,0,0
images/복도주행3_00184.jpg,0,0
images/복도주행3_00185.jpg,0,0
images/복도주행3_00186.jpg,0,0
images/복도주행3_00187.jpg,0,0
images/복도주행3_00188.jpg,0,-27
images/복도주행3_00189.jpg,0,-39
images/복도주행3_00190.jpg,0,-37
images/복도주행3_00191.jpg,0,-37
images/복도주행3_00192.jpg,0,-37
images/복도주행3_00193.jpg,0,-41
images/복도주행3_00194.jpg,0,-21
images/복도주행3_00195.jpg,0,0
images/복도주행3_00196.jpg,0,0
images/복도주행3_00197.jpg,0,0
images/복도주행3_00198.jpg,0,0
